-1.187999999999999901e+01,9.723272174596786499e-02
-1.163999999999999879e+01,1.495523601770401001e-01
-1.140000000000000036e+01,2.299948036670684814e-01
-1.116000000000000014e+01,7.771961390972137451e-02
-1.091999999999999993e+01,1.208409741520881653e-01
-1.067999999999999972e+01,2.072356492280960083e-01
-1.043999999999999950e+01,6.252873688936233521e-02
-1.019999999999999929e+01,9.479366987943649292e-02
-9.959999999999999076e+00,1.461192965507507324e-01
-9.719999999999998863e+00,2.299698144197463989e-01
-9.480000000000000426e+00,7.147900760173797607e-02
-9.240000000000000213e+00,1.058283075690269470e-01
-9.000000000000000000e+00,1.662064194679260254e-01
-8.759999999999999787e+00,5.164361372590065002e-02
-8.519999999999999574e+00,7.639281451702117920e-02
-8.279999999999999361e+00,1.113623008131980896e-01
-8.039999999999999147e+00,1.725665926933288574e-01
-7.799999999999999822e+00,5.158170685172080994e-02
-7.559999999999999609e+00,7.417442649602890015e-02
-7.319999999999999396e+00,1.053062230348587036e-01
-7.080000000000000071e+00,1.534854322671890259e-01
-6.839999999999999858e+00,2.299689650535583496e-01
-6.599999999999999645e+00,6.577068567276000977e-02
-6.359999999999999432e+00,9.109353274106979370e-02
-6.120000000000000107e+00,1.262054145336151123e-01
-5.879999999999999893e+00,3.172696381807327271e-02
-5.639999999999999680e+00,2.299947887659072876e-01
-5.399999999999999467e+00,6.785511970520019531e-02
-5.160000000000000142e+00,9.021260589361190796e-02
-4.919999999999999929e+00,1.183853968977928162e-01
-4.679999999999999716e+00,1.555004119873046875e-01
-4.439999999999999503e+00,2.267736792564392090e-01
-4.200000000000000178e+00,5.535042285919189453e-02
-3.959999999999999964e+00,6.962227076292037964e-02
-3.719999999999999751e+00,8.716309815645217896e-02
-3.479999999999999982e+00,1.053231954574584961e-01
-3.239999999999999769e+00,1.317986696958541870e-01
-3.000000000000000000e+00,1.589661389589309692e-01
-2.759999999999999787e+00,2.075699418783187866e-01
-2.520000000000000018e+00,2.299697548151016235e-01
-2.279999999999999805e+00,5.475350469350814819e-02
-2.040000000000000036e+00,6.283973157405853271e-02
-1.799999999999999822e+00,7.007515430450439453e-02
-1.560000000000000053e+00,7.759582996368408203e-02
-1.319999999999999840e+00,8.532411605119705200e-02
-1.080000000000000071e+00,9.179092198610305786e-02
-8.399999999999999689e-01,9.698043763637542725e-02
-5.999999999999999778e-01,1.008818224072456360e-01
-3.599999999999999867e-01,1.034878790378570557e-01
-1.199999999999999956e-01,1.047922670841217041e-01
1.199999999999999956e-01,1.047920063138008118e-01
3.599999999999999867e-01,1.034869551658630371e-01
5.999999999999999778e-01,1.008799672126770020e-01
8.399999999999999689e-01,9.697709977626800537e-02
1.080000000000000071e+00,9.178651869297027588e-02
1.319999999999999840e+00,8.532092720270156860e-02
1.560000000000000053e+00,7.759514451026916504e-02
1.799999999999999822e+00,7.007705420255661011e-02
2.040000000000000036e+00,6.284327059984207153e-02
2.279999999999999805e+00,5.475532636046409607e-02
2.520000000000000018e+00,2.299697697162628174e-01
2.759999999999999787e+00,2.075680494308471680e-01
3.000000000000000000e+00,1.589683443307876587e-01
3.239999999999999769e+00,1.318136751651763916e-01
3.479999999999999982e+00,1.053196117281913757e-01
3.719999999999999751e+00,8.715637028217315674e-02
3.959999999999999964e+00,6.962406635284423828e-02
4.200000000000000178e+00,5.535211786627769470e-02
4.439999999999999503e+00,2.267878651618957520e-01
4.679999999999999716e+00,1.555023938417434692e-01
4.919999999999999929e+00,1.183904930949211121e-01
5.160000000000000142e+00,9.020572900772094727e-02
5.399999999999999467e+00,6.785560399293899536e-02
5.639999999999999680e+00,2.299947887659072876e-01
5.879999999999999893e+00,3.172614797949790955e-02
6.120000000000000107e+00,1.262160986661911011e-01
6.359999999999999432e+00,9.108845144510269165e-02
6.599999999999999645e+00,6.576933711767196655e-02
6.839999999999999858e+00,2.299689352512359619e-01
7.080000000000000071e+00,1.534856408834457397e-01
7.319999999999999396e+00,1.053066924214363098e-01
7.559999999999999609e+00,7.417047023773193359e-02
7.799999999999999822e+00,5.158125609159469604e-02
8.039999999999999147e+00,1.725460439920425415e-01
8.279999999999999361e+00,1.113664135336875916e-01
8.519999999999999574e+00,7.638850063085556030e-02
8.759999999999999787e+00,5.164287239313125610e-02
9.000000000000000000e+00,1.661871671676635742e-01
9.240000000000000213e+00,1.058307886123657227e-01
9.480000000000000426e+00,7.147423177957534790e-02
9.719999999999998863e+00,2.299698144197463989e-01
9.959999999999999076e+00,1.461208313703536987e-01
1.019999999999999929e+01,9.479644894599914551e-02
1.043999999999999950e+01,6.252164393663406372e-02
1.067999999999999972e+01,2.072425037622451782e-01
1.091999999999999993e+01,1.208468377590179443e-01
1.116000000000000014e+01,7.771516591310501099e-02
1.140000000000000036e+01,2.299948036670684814e-01
1.163999999999999879e+01,1.495518535375595093e-01
1.187999999999999901e+01,9.723674505949020386e-02
