-1.187999999999999901e+01,8.747182786464691162e-02
-1.163999999999999879e+01,1.358730196952819824e-01
-1.140000000000000036e+01,2.299937754869461060e-01
-1.116000000000000014e+01,7.741978019475936890e-02
-1.091999999999999993e+01,1.065803393721580505e-01
-1.067999999999999972e+01,2.104475945234298706e-01
-1.043999999999999950e+01,6.329321116209030151e-02
-1.019999999999999929e+01,8.685509115457534790e-02
-9.959999999999999076e+00,1.301960051059722900e-01
-9.719999999999998863e+00,2.299590557813644409e-01
-9.480000000000000426e+00,7.149785012006759644e-02
-9.240000000000000213e+00,9.608701616525650024e-02
-9.000000000000000000e+00,1.673766225576400757e-01
-8.759999999999999787e+00,5.258444324135780334e-02
-8.519999999999999574e+00,7.006029784679412842e-02
-8.279999999999999361e+00,9.945228695869445801e-02
-8.039999999999999147e+00,1.707123219966888428e-01
-7.799999999999999822e+00,5.233797058463096619e-02
-7.559999999999999609e+00,6.825222074985504150e-02
-7.319999999999999396e+00,9.559743106365203857e-02
-7.080000000000000071e+00,1.314642280340194702e-01
-6.839999999999999858e+00,2.299383282661437988e-01
-6.599999999999999645e+00,6.551598757505416870e-02
-6.359999999999999432e+00,7.812954485416412354e-02
-6.120000000000000107e+00,1.220430433750152588e-01
-5.879999999999999893e+00,4.799703508615493774e-02
-5.639999999999999680e+00,2.299935221672058105e-01
-5.399999999999999467e+00,6.698482483625411987e-02
-5.160000000000000142e+00,7.724666595458984375e-02
-4.919999999999999929e+00,1.032349690794944763e-01
-4.679999999999999716e+00,1.289423108100891113e-01
-4.439999999999999503e+00,2.137873321771621704e-01
-4.200000000000000178e+00,5.550759658217430115e-02
-3.959999999999999964e+00,6.207652390003204346e-02
-3.719999999999999751e+00,7.555978745222091675e-02
-3.479999999999999982e+00,9.327404946088790894e-02
-3.239999999999999769e+00,1.122777089476585388e-01
-3.000000000000000000e+00,1.370016187429428101e-01
-2.759999999999999787e+00,1.494185626506805420e-01
-2.520000000000000018e+00,2.298497110605239868e-01
-2.279999999999999805e+00,5.571436136960983276e-02
-2.040000000000000036e+00,5.384794995188713074e-02
-1.799999999999999822e+00,6.265150755643844604e-02
-1.560000000000000053e+00,6.744746118783950806e-02
-1.319999999999999840e+00,7.238582521677017212e-02
-1.080000000000000071e+00,7.727564126253128052e-02
-8.399999999999999689e-01,8.271770179271697998e-02
-5.999999999999999778e-01,8.734037727117538452e-02
-3.599999999999999867e-01,9.028466790914535522e-02
-1.199999999999999956e-01,9.159509092569351196e-02
1.199999999999999956e-01,9.160009771585464478e-02
3.599999999999999867e-01,9.024880081415176392e-02
5.999999999999999778e-01,8.726329356431961060e-02
8.399999999999999689e-01,8.278470486402511597e-02
1.080000000000000071e+00,7.734047621488571167e-02
1.319999999999999840e+00,7.259107381105422974e-02
1.560000000000000053e+00,6.746397167444229126e-02
1.799999999999999822e+00,6.276605278253555298e-02
2.040000000000000036e+00,5.368551611900329590e-02
2.279999999999999805e+00,5.540264397859573364e-02
2.520000000000000018e+00,2.298191636800765991e-01
2.759999999999999787e+00,1.498646587133407593e-01
3.000000000000000000e+00,1.368152350187301636e-01
3.239999999999999769e+00,1.121889948844909668e-01
3.479999999999999982e+00,9.326139837503433228e-02
3.719999999999999751e+00,7.542041689157485962e-02
3.959999999999999964e+00,6.214848905801773071e-02
4.200000000000000178e+00,5.571287125349044800e-02
4.439999999999999503e+00,2.149205654859542847e-01
4.679999999999999716e+00,1.289284676313400269e-01
4.919999999999999929e+00,1.029809266328811646e-01
5.160000000000000142e+00,7.726227492094039917e-02
5.399999999999999467e+00,6.692048162221908569e-02
5.639999999999999680e+00,2.299936413764953613e-01
5.879999999999999893e+00,4.799169674515724182e-02
6.120000000000000107e+00,1.220576688647270203e-01
6.359999999999999432e+00,7.816784828901290894e-02
6.599999999999999645e+00,6.550086289644241333e-02
6.839999999999999858e+00,2.299379408359527588e-01
7.080000000000000071e+00,1.314291507005691528e-01
7.319999999999999396e+00,9.561550617218017578e-02
7.559999999999999609e+00,6.811814755201339722e-02
7.799999999999999822e+00,5.230215564370155334e-02
8.039999999999999147e+00,1.709301769733428955e-01
8.279999999999999361e+00,9.962758421897888184e-02
8.519999999999999574e+00,6.989718228578567505e-02
8.759999999999999787e+00,5.257565528154373169e-02
9.000000000000000000e+00,1.669581085443496704e-01
9.240000000000000213e+00,9.599731117486953735e-02
9.480000000000000426e+00,7.138556241989135742e-02
9.719999999999998863e+00,2.299586534500122070e-01
9.959999999999999076e+00,1.304033249616622925e-01
1.019999999999999929e+01,8.698809146881103516e-02
1.043999999999999950e+01,6.343545764684677124e-02
1.067999999999999972e+01,2.105141431093215942e-01
1.091999999999999993e+01,1.067514717578887939e-01
1.116000000000000014e+01,7.740576565265655518e-02
1.140000000000000036e+01,2.299937754869461060e-01
1.163999999999999879e+01,1.362237334251403809e-01
1.187999999999999901e+01,8.738955110311508179e-02
